Default Datalog Configuration,2018-03-09 12:34:56
Serial Number,22443-30009-022-092
Timestamp - UTC,12: RelativePosition_%,2303: AbsoluteWaterFlow_m3/sec,19: RelativeWaterFlow_%,2308: AbsolutePower_W,33: RelativePower_%,2309: ExternalTemperatureSensorT1_K,2310: IntegratedTemperatureSensorT2_K,2002: DeltaT_K,15: AnalogInput,2306: HeatingEnergyRegister_Joule,2305: CoolingEnergyRegister_Joule,51: VolumeRegister_m3,202: SelectedMeterRegisterType_0_CertifiedRegister_1_Lifetime,26: Glycol_Concentration_%,453: Medium_0_Water_1_PropyleneGlycol_2_EthyleneGlycol_3_AntifrogenL_4_AntifrogenN_5_DownCal200_6_DownCall100,40004: Installation_Position_0_Device_in_supply_1_Device_in_return,111: ControlMode_0_PosCtrl_1_FlowCtrl_2_PowCtrl,2001: RelativeSetpoint_%,148: DifferentialWaterTemperatureControlStatus_0_Not_Selected_1_Standby_2_Active_3_Scaling_Standby_4_Scaling_Active,510: DeltaT_Sp_K,129: RelativeMaximumWaterFlow_%,139: RelativeMaximumPower_%,14: BusForcedControlCommand_0_None_1_Open_2_Close_3_Min_4__5_Max_6_Nom_7_8910_Motor_Stop,400: ToolForcedControlCommand_0_None_1_Open_2_Close_3_Min_4_5_Max_6_Nom_7_8910_Motor_Stop_11_Relative_Setpoint_12_Relative_Position,401: ToolForcedControlValue%,72: MasterDeviceErrorStatus_Bit0_No_Communication_Bit1_Gear_Disengaged_Bit2_Actuator_Cannot_Move_Bit3_Reverse_Flow_Bit4_Flow_Setpoint_Not_Reached_Bit5_Flow_With_Closed_Valve_Bit6_Flow_Actual_Exceeds_Flow_Nominal_Bit7_Flow_Measurement_Error_Bit8_Remote_Temperature_Error_Bit9_Flowbody_temperature_error_Bit10_Communication_To_Sensor_Interrupted_Bit11_Freeze_Warning_Bit12_Glycol_Detected_Bit13_Power_Setpoint_Not_Reached_Bit14_Device_End_Of_Life_Reached_Bit15_BusWatchdog_active_Bit16_No_dP_detected_Bit17_dP_Setpoint_Not_Reached_Bit18_Minimum-position_Applied,2027: Valve_Code,4313: SetAbsoluteDifferentialWaterPressureSetpoint_Pa,4303: SelectDifferentialWaterPressureSensorType_0:None_1:22WDP111_2:22WDP112_3:22WDP114_4:22WDP115_8:22WDP511_9:22WDP512_10:22WDP514_11:22WDP515,4310: SetDifferentialWaterPressureSensorOffset_Pa,4320: AbsoluteDifferentialWaterPressure_Pa,4321: RelativeDifferentialWaterPressure_%,2090: ControllerSetpointReached
2026-04-20 00:06:31,6.342e1,1.69411e-3,4.05753e1,2.62164e4,2.99177e0,2.99291e2,3.03046e2,3.75525e0,3.11e3,4.2981439677e6,9.9968835091e11,4.63018240236e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.441091e4,3.8925e1,1
2026-04-20 00:07:01,6.342e1,1.68504e-3,4.07165e1,2.61725e4,2.98677e0,2.993e2,3.03042e2,3.74155e0,3.08e3,4.2981439677e6,9.9968915192e11,4.63018757874e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.385243e4,3.8588e1,1
2026-04-20 00:07:31,6.342e1,1.68975e-3,4.05804e1,2.62648e4,2.9973e0,2.99307e2,3.0307e2,3.76312e0,3.12e3,4.2981439677e6,9.9968994166e11,4.63019266451e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.412133e4,3.875e1,1
2026-04-20 00:08:01,6.342e1,1.68777e-3,4.01941e1,2.57011e4,2.93297e0,2.99316e2,3.03032e2,3.71684e0,3.094e3,4.2981439677e6,9.9969072459e11,4.63019773407e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.395586e4,3.865e1,1
2026-04-20 00:08:31,6.342e1,1.70963e-3,4.10578e1,2.66248e4,3.03838e0,2.99327e2,3.03096e2,3.76972e0,3.077e3,4.2981439677e6,9.9969151167e11,4.63020281815e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.35008e4,3.8375e1,1
2026-04-20 00:09:01,6.342e1,1.6912e-3,4.05735e1,2.60881e4,2.97714e0,2.99311e2,3.03049e2,3.7386e0,3.074e3,4.2981439677e6,9.9969230709e11,4.63020792101e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.346977e4,3.8356e1,1
2026-04-20 00:09:32,6.342e1,1.67937e-3,4.03311e1,2.59528e4,2.96169e0,2.99343e2,3.03084e2,3.74121e0,3.064e3,4.2981439677e6,9.9969309344e11,4.63021300612e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.312848e4,3.815e1,1
2026-04-20 00:10:02,6.342e1,1.68438e-3,4.04515e1,2.64371e4,3.01696e0,2.99287e2,3.03087e2,3.79992e0,3.07e3,4.2981439677e6,9.9969390688e11,4.63021823672e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.343875e4,3.8338e1,1
2026-04-20 00:10:32,6.342e1,1.68647e-3,4.05731e1,2.64555e4,3.01906e0,2.99199e2,3.02991e2,3.79224e0,3.084e3,4.2981439677e6,9.9969470097e11,4.63022329963e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.374901e4,3.8525e1,1
2026-04-20 00:11:02,6.342e1,1.70515e-3,4.07406e1,2.64242e4,3.01549e0,2.99191e2,3.02962e2,3.77109e0,3.067e3,4.2981439677e6,9.9969548709e11,4.6302283349e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.340772e4,3.8319e1,1
2026-04-20 00:11:32,6.342e1,1.72518e-3,4.08657e1,2.6653e4,3.0416e0,2.99166e2,3.02958e2,3.79212e0,3.179e3,4.2981439677e6,9.9969627928e11,4.6302334017e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.432817e4,3.8875e1,1
2026-04-20 00:12:02,6.342e1,1.73156e-3,4.14594e1,2.69767e4,3.07854e0,2.99159e2,3.02941e2,3.78189e0,3.186e3,4.2981439677e6,9.9969706178e11,4.63023842871e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.478323e4,3.915e1,1
2026-04-20 00:12:32,6.342e1,1.68203e-3,4.0395e1,2.61599e4,2.98533e0,2.99109e2,3.02874e2,3.76532e0,3.08e3,4.2981439677e6,9.9969786187e11,4.63024356887e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.364559e4,3.8462e1,1
2026-04-20 00:13:02,6.342e1,1.66656e-3,4.04508e1,2.63706e4,3.00937e0,2.991e2,3.0289e2,3.78946e0,3.124e3,4.2981439677e6,9.9969865788e11,4.6302486732e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.542444e4,3.9537e1,1
2026-04-20 00:13:33,6.342e1,1.68023e-3,4.04632e1,2.62075e4,2.99076e0,2.99066e2,3.02831e2,3.76533e0,3.13e3,4.2981439677e6,9.9969945192e11,4.63025377756e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.548649e4,3.9575e1,1
2026-04-20 00:14:03,6.342e1,1.75294e-3,4.2098e1,2.74381e4,3.1312e0,2.99046e2,3.02836e2,3.78957e0,3.229e3,4.2981439677e6,9.9970027566e11,4.6302590624e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.625181e4,4.0037e1,1
2026-04-20 00:14:33,6.342e1,1.66044e-3,3.98766e1,2.60579e4,2.97369e0,2.98982e2,3.02781e2,3.79944e0,3.077e3,4.2981439677e6,9.9970106671e11,4.63026411747e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.364559e4,3.8462e1,1
2026-04-20 00:15:03,6.342e1,1.6779e-3,4.02958e1,2.59993e4,2.967e0,2.98966e2,3.02718e2,3.75142e0,3.12e3,4.2981439677e6,9.9970186376e11,4.63026922544e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.478323e4,3.915e1,1
2026-04-20 00:15:33,6.342e1,1.66905e-3,4.02694e1,2.60387e4,2.9715e0,2.99004e2,3.02765e2,3.76086e0,3.084e3,4.2981439677e6,9.9970264722e11,4.63027428992e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.370764e4,3.85e1,1
2026-04-20 00:16:03,6.342e1,1.69363e-3,4.06735e1,2.62384e4,2.99429e0,2.98979e2,3.0273e2,3.75119e0,3.077e3,4.2981439677e6,9.9970344091e11,4.63027938804e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.358354e4,3.8425e1,1
2026-04-20 00:16:33,6.342e1,1.69894e-3,4.07772e1,2.61111e4,2.97976e0,2.99043e2,3.02767e2,3.72393e0,3.064e3,4.2981439677e6,9.9970422635e11,4.63028448079e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.33767e4,3.83e1,1
2026-04-20 00:17:03,6.342e1,1.67259e-3,4.01684e1,2.59814e4,2.96496e0,2.99062e2,3.02824e2,3.76183e0,3.074e3,4.2981439677e6,9.9970500612e11,4.6302895193e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.358354e4,3.8425e1,1
2026-04-20 00:17:34,6.342e1,1.68054e-3,4.03593e1,2.61975e4,2.98962e0,2.99076e2,3.02849e2,3.77324e0,3.077e3,4.2981439677e6,9.997058125e11,4.63029469997e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.358354e4,3.8425e1,1
2026-04-20 00:18:04,6.342e1,1.68827e-3,4.04496e1,2.62203e4,2.99222e0,2.99087e2,3.02854e2,3.7663e0,3.084e3,4.2981439677e6,9.997065849e11,4.63029965325e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.391449e4,3.8625e1,1
2026-04-20 00:18:34,6.342e1,1.68073e-3,4.03638e1,2.62048e4,2.99046e0,2.99125e2,3.02901e2,3.77649e0,3.08e3,4.2981439677e6,9.9970739414e11,4.63030486267e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.367662e4,3.8481e1,1
2026-04-20 00:19:05,6.342e1,1.67168e-3,4.02343e1,2.61078e4,2.97938e0,2.99086e2,3.02858e2,3.77267e0,3.08e3,4.2981439677e6,9.9970816804e11,4.63030982698e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.379038e4,3.855e1,1
2026-04-20 00:19:35,6.342e1,1.6743e-3,4.03194e1,2.60524e4,2.97306e0,2.99068e2,3.02824e2,3.75614e0,3.104e3,4.2981439677e6,9.997089891e11,4.63031510398e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.426612e4,3.8838e1,1
2026-04-20 00:20:05,6.342e1,1.67479e-3,4.02213e1,2.59878e4,2.96569e0,2.99071e2,3.02828e2,3.7567e0,3.067e3,4.2981439677e6,9.9970977252e11,4.63032014592e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.358354e4,3.8425e1,1
2026-04-20 00:20:35,6.342e1,1.73561e-3,4.16818e1,2.69617e4,3.07683e0,2.99109e2,3.02869e2,3.75967e0,3.233e3,4.2981439677e6,9.9971056499e11,4.63032525903e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.67896e4,4.0363e1,1
2026-04-20 00:21:05,6.342e1,1.68175e-3,4.04421e1,2.62029e4,2.99023e0,2.99133e2,3.02899e2,3.76622e0,3.064e3,4.2981439677e6,9.9971134538e11,4.63033029697e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.33767e4,3.83e1,1
2026-04-20 00:21:35,6.342e1,1.67966e-3,4.03916e1,2.62381e4,2.99425e0,2.99128e2,3.02904e2,3.77608e0,3.097e3,4.2981439677e6,9.9971214032e11,4.63033539382e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.432817e4,3.8875e1,1
2026-04-20 00:22:05,6.342e1,1.6809e-3,4.05555e1,2.62543e4,2.9961e0,2.99151e2,3.02915e2,3.7636e0,3.094e3,4.2981439677e6,9.9971291676e11,4.63034039314e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.420407e4,3.88e1,1
2026-04-20 00:22:35,6.342e1,1.74779e-3,4.19742e1,2.71001e4,3.09262e0,2.9916e2,3.02914e2,3.75388e0,3.233e3,4.2981439677e6,9.9971370954e11,4.63034551991e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.672755e4,4.0325e1,1
2026-04-20 00:23:06,6.342e1,1.68445e-3,4.03731e1,2.58659e4,2.95177e0,2.99166e2,3.02891e2,3.72498e0,3.077e3,4.2981439677e6,9.9971451876e11,4.63035076842e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.364559e4,3.8462e1,1
2026-04-20 00:23:36,6.342e1,1.66763e-3,4.0196e1,2.5868e4,2.95201e0,2.99162e2,3.02903e2,3.74106e0,3.094e3,4.2981439677e6,9.9971529653e11,4.63035581168e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.405928e4,3.8712e1,1
2026-04-20 00:24:06,6.342e1,1.68581e-3,4.04504e1,2.62694e4,2.99782e0,2.99174e2,3.02951e2,3.77705e0,3.067e3,4.2981439677e6,9.9971608321e11,4.63036088952e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.346977e4,3.8356e1,1
2026-04-20 00:24:36,6.342e1,1.72416e-3,4.17094e1,2.71745e4,3.10111e0,2.99152e2,3.0294e2,3.78803e0,3.229e3,4.2981439677e6,9.997168951e11,4.63036608405e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.683097e4,4.0387e1,1
2026-04-20 00:25:06,6.342e1,1.67566e-3,4.01164e1,2.57242e4,2.93561e0,2.99182e2,3.02909e2,3.72733e0,3.08e3,4.2981439677e6,9.9971768578e11,4.63037119657e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.379038e4,3.855e1,1
2026-04-20 00:25:36,6.342e1,1.67961e-3,4.0337e1,2.60711e4,2.97519e0,2.99189e2,3.02947e2,3.75792e0,3.097e3,4.2981439677e6,9.9971847112e11,4.63037627768e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.405928e4,3.8712e1,1
2026-04-20 00:26:06,6.342e1,1.69848e-3,4.06325e1,2.62059e4,2.99057e0,2.99152e2,3.02899e2,3.74744e0,3.14e3,4.2981439677e6,9.9971925216e11,4.63038130382e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.379038e4,3.855e1,1
2026-04-20 00:26:36,6.342e1,1.66774e-3,4.02544e1,2.59972e4,2.96676e0,2.99154e2,3.02909e2,3.75505e0,3.064e3,4.2981439677e6,9.9972003692e11,4.63038638035e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.320088e4,3.8194e1,1
2026-04-20 00:27:06,6.342e1,1.71424e-3,4.13785e1,2.67976e4,3.0581e0,2.99184e2,3.02949e2,3.76498e0,3.196e3,4.2981439677e6,9.9972082865e11,4.63039146286e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.720329e4,4.0612e1,1
2026-04-20 00:27:37,6.342e1,1.66303e-3,3.99388e1,2.55354e4,2.91406e0,2.99203e2,3.02918e2,3.71515e0,3.067e3,4.2981439677e6,9.9972161749e11,4.63039656737e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.343875e4,3.8338e1,1
2026-04-20 00:28:07,6.342e1,1.65888e-3,3.97734e1,2.5875e4,2.95282e0,2.99201e2,3.02983e2,3.78128e0,3.067e3,4.2981439677e6,9.9972240129e11,4.63040161618e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.346977e4,3.8356e1,1
2026-04-20 00:28:37,6.342e1,1.66578e-3,4.0154e1,2.60442e4,2.97212e0,2.99195e2,3.02968e2,3.77323e0,3.077e3,4.2981439677e6,9.9972319367e11,4.63040669334e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.370764e4,3.85e1,1
2026-04-20 00:29:07,6.342e1,1.68827e-3,4.0545e1,2.63491e4,3.00692e0,2.99203e2,3.02981e2,3.77853e0,3.077e3,4.2981439677e6,9.9972399544e11,4.63041184082e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.371799e4,3.8506e1,1
2026-04-20 00:29:37,6.342e1,1.67056e-3,4.03073e1,2.61736e4,2.98689e0,2.99211e2,3.02986e2,3.77459e0,3.074e3,4.2981439677e6,9.9972477147e11,4.63041682014e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.367662e4,3.8481e1,1
2026-04-20 00:30:07,6.342e1,1.68907e-3,4.05642e1,2.63382e4,3.00567e0,2.9922e2,3.02995e2,3.77517e0,3.153e3,4.2981439677e6,9.9972556674e11,4.63042192444e4,1,2.461e1,1,1,1,4.091e1,0,5.55e0,1.0e2,1.0e2,0,0,0.0e0,32768,50004000,5.0e4,9,0.0e0,6.6076e4,3.9931e1,1
